Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld,P/E,P/B
Sa,9/20/08,,,,,15.9919,3.6371
Fr,9/19/08,14042.32,47.405M,27.672M,1.2344,15.9919,3.6371
Th,9/18/08,13315.6,48.082M,25.769M,1.296,15.1642,3.4489
We,9/17/08,13262.9,30.403M,23.602M,1.3012,15.1042,3.4353
Tu,9/16/08,13518.8,33.696M,22.829M,1.2765,15.3957,3.5015
Mo,9/15/08,13531.27,23.926M,21.716M,1.2754,15.4099,3.5048
Su,9/14/08,,,,,15.9446,3.6264
,,,,,,,
Sa,9/13/08,,,,,15.9446,3.6264
Fr,9/12/08,14000.81,26.806M,21.482M,1.2326,15.9446,3.6264
Th,9/11/08,14324.29,22.817M,20.984M,1.2048,16.313,3.7102
We,9/10/08,14662.61,22.877M,20.685M,1.177,16.6983,3.7978
Tu,9/9/08,14900.76,19.78M,20.335M,1.1582,16.9695,3.8595
Mo,9/8/08,14944.97,23.396M,20.32M,1.1519,17.0198,3.8709
Su,9/7/08,,,,,16.4947,3.7515
,,,,,,,
Sa,9/6/08,,,,,16.4947,3.7515
Fr,9/5/08,14483.83,23.252M,20.227M,1.1879,16.4053,3.7517
Th,9/4/08,14899.1,19.711M,19.962M,1.1548,16.8756,3.8593
We,9/3/08,,,,,17.0464,3.8984
Tu,9/2/08,15049.86,25.737M,20.453M,1.1432,17.0464,3.8984
Mo,9/1/08,14498.51,14.817M,20.483M,1.1867,16.4219,3.7555
Su,8/31/08,,,,,16.4946,3.7726
,,,,,,,
Sa,8/30/08,,,,,16.4946,3.7726
Fr,8/29/08,14564.53,32.38M,20.901M,1.1809,16.4869,3.7726
Th,8/28/08,14048.34,18.85M,20.46M,1.2243,15.9026,3.6389
We,8/27/08,14296.79,15.575M,21.38M,1.1867,16.1596,3.7022
Tu,8/26/08,14482.22,18.809M,22.717M,1.1715,16.3806,3.7502
Mo,8/25/08,14450.35,17M,23.121M,1.1741,16.3445,3.7419
Su,8/24/08,,,,,16.2893,3.7293
,,,,,,,
Sa,8/23/08,,,,,16.2893,3.7293
Fr,8/22/08,14401.49,20.418M,24.669M,1.1781,16.2893,3.7293
Th,8/21/08,14243.73,19.341M,25.166M,1.1912,16.1108,3.6884
We,8/20/08,14678.23,18.33M,25.605M,1.1559,16.6023,3.801
Tu,8/19/08,14543.73,17.629M,25.957M,1.133,16.4502,3.7661
Mo,8/18/08,14645.66,19.552M,26.267M,1.1251,16.5655,3.7925
Su,8/17/08,,,,,16.6543,3.8129
,,,,,,,
Sa,8/16/08,,,,,16.6543,3.8129
Fr,8/15/08,,,,,16.6543,3.8129
Th,8/14/08,14724.18,22.001M,26.815M,1.1166,16.6543,3.8129
We,8/13/08,15093.12,19.283M,27.429M,1.0779,17.0716,3.9084
Tu,8/12/08,15212.13,27.068M,28.738M,1.0695,17.2062,3.9392
Mo,8/11/08,15503.92,26.189M,29.305M,1.0494,17.5362,4.0148
Su,8/10/08,,,,,17.1561,3.9277
,,,,,,,
Sa,8/9/08,,,,,17.1561,3.9277
Fr,8/8/08,15167.82,21.086M,29.716M,1.0726,17.1561,3.9277
Th,8/7/08,15117.25,25.767M,30.744M,1.0762,17.0989,3.9146
We,8/6/08,15073.54,32.648M,31.267M,1.0793,17.0492,3.9033
Tu,8/5/08,14961.07,35.637M,31.176M,1.0874,16.9219,3.8742
Mo,8/4/08,14577.87,24.859M,30.804M,1.116,16.4885,3.775
Su,8/3/08,,,,,16.5777,3.7954
,,,,,,,
Sa,8/2/08,,,,,16.5777,3.7954
Fr,8/1/08,14656.69,40.219M,30.715M,1.1047,16.5777,3.7954
Th,7/31/08,14355.75,27.88M,29.971M,1.1279,16.3761,3.7174
We,7/30/08,14287.21,25.929M,29.869M,1.1333,16.3074,3.6997
Tu,7/29/08,13791.54,23.61M,29.974M,1.174,15.7416,3.5713
Mo,7/28/08,14349.11,22.272M,30.094M,1.1284,16.378,3.7157
Su,7/27/08,,,,,16.2932,3.6965
,,,,,,,
Sa,7/26/08,,,,,16.2932,3.6965
Fr,7/25/08,14274.94,27.775M,30.028M,1.1632,16.3131,3.6965
Th,7/24/08,14777.01,31.216M,30.268M,1.1236,16.7818,3.8265
We,7/23/08,14942.28,38.91M,30.128M,1.1112,16.9695,3.8693
Tu,7/22/08,14104.2,35.575M,29.672M,1.1772,16.0177,3.6523
Mo,7/21/08,13850.04,32.358M,29.135M,1.1773,15.7291,3.5865
Su,7/20/08,,,,,15.4853,3.5309
,,,,,,,
Sa,7/19/08,,,,,15.4853,3.5309
Fr,7/18/08,13635.4,36.503M,28.471M,1.1958,15.4853,3.5309
Th,7/17/08,13111.85,33.621M,28.18M,1.218,14.8907,3.3953
We,7/16/08,12575.8,31.283M,27.386M,1.27,14.282,3.2565
Tu,7/15/08,12676.19,30.053M,26.833M,1.2478,14.396,3.2825
Mo,7/14/08,13330.51,23.524M,26.482M,1.1866,15.1391,3.452
Su,7/13/08,,,,,15.2973,3.488
,,,,,,,
Sa,7/12/08,,,,,15.2973,3.488
Fr,7/11/08,13469.85,29.053M,26.554M,1.1743,15.2973,3.488
Th,7/10/08,13926.24,26.358M,26.345M,1.1358,15.8156,3.6062
We,7/9/08,13964.26,27.5M,25.834M,1.1212,15.8595,3.6123
Tu,7/8/08,13349.65,25.414M,25.472M,1.1728,15.2069,3.4533
Mo,7/7/08,13525.99,21.279M,24.989M,1.1602,15.4078,3.4989
Su,7/6/08,,,,,15.3689,3.4803
,,,,,,,
Sa,7/5/08,,,,,15.3689,3.4803
Fr,7/4/08,13454,31.379M,24.578M,1.1696,15.3689,3.4803
Th,7/3/08,13094.11,29.118M,23.831M,1.2,14.9578,3.3872
We,7/2/08,13664.62,32.071M,23.558M,1.131,15.6095,3.5348
Tu,7/1/08,12961.68,27.506M,23.732M,1.1924,14.8064,3.353
Mo,6/30/08,13461.6,22.41M,23.663M,1.1481,15.3775,3.4823
Su,6/29/08,,,,,15.7666,3.5704
,,,,,,,
Sa,6/28/08,,,,,15.7666,3.5704
Fr,6/27/08,13802.22,32.125M,23.798M,1.1197,15.7666,3.5704
Th,6/26/08,14421.82,21.72M,22.963M,1.0554,16.4744,3.7307
We,6/25/08,14220.07,22.981M,23.417M,1.0704,16.2439,3.6785
Tu,6/24/08,14106.58,24.786M,23.469M,1.079,16.1708,3.6491
Mo,6/23/08,14293.32,24.606M,23.167M,1.0649,16.3849,3.6974
Su,6/22/08,,,,,16.704,3.7693
,,,,,,,
Sa,6/21/08,,,,,16.704,3.7693
Fr,6/20/08,14571.29,25.92M,22.694M,1.0446,16.7439,3.7581
Th,6/19/08,15087.99,18.694M,22.187M,1.0088,17.3352,3.8914
We,6/18/08,15422.31,22.071M,22.277M,0.9869,17.7193,3.9776
Tu,6/17/08,15696.9,18.17M,22.25M,0.9674,18.0421,4.0473
Mo,6/16/08,15395.82,15.116M,22.112M,0.9863,17.6934,3.9696
Su,6/15/08,,,,,17.4568,3.9164
,,,,,,,
Sa,6/14/08,,,,,17.4567,3.9164
Fr,6/13/08,15189.62,20.177M,22.158M,0.9997,17.4567,3.9164
Th,6/12/08,15250.2,25.022M,21.988M,0.9957,17.5263,3.932
We,6/11/08,15185.32,34.68M,21.435M,1,17.4456,3.9152
Tu,6/10/08,14889.25,26.466M,20.426M,1.0199,17.1054,3.8389
Mo,6/9/08,15066.1,24.439M,19.764M,1.0078,17.3086,3.8845
Su,6/8/08,,,,,17.8919,4.0152
,,,,,,,
Sa,6/7/08,,,,,17.8919,4.0152
Fr,6/6/08,15572.18,19.599M,19.29M,0.9856,17.8919,4.0152
Th,6/5/08,15769.72,28.529M,19.654M,0.9733,18.1189,4.0661
We,6/4/08,15514.79,23.764M,19.014M,0.9893,17.826,4.0004
Tu,6/3/08,15962.56,20.259M,18.57M,0.9615,18.3405,4.1158
Mo,6/2/08,16063.18,17.507M,18.413M,0.9555,18.4772,4.1418
Su,6/1/08,,,,,18.8621,4.2355
,,,,,,,
Sa,5/31/08,,,,,18.8621,4.2355
Fr,5/30/08,16415.57,18.313M,18.491M,0.935,18.8621,4.2355
Th,5/29/08,16316.26,20.046M,18.484M,0.9407,18.743,4.2099
We,5/28/08,16525.37,21.66M,18.555M,0.8993,18.9806,4.2638
Tu,5/27/08,16275.59,16.109M,18.66M,0.9131,18.6937,4.1994
Mo,5/26/08,16348.5,15.805M,18.928M,0.9091,18.7774,4.2179
Su,5/25/08,,,,,19.1252,4.295
,,,,,,,
Sa,5/24/08,,,,,19.1252,4.295
Fr,5/23/08,16649.64,17.619M,19.513M,0.8926,19.1279,4.295
Th,5/22/08,16907.11,16.732M,20.087M,0.879,19.623,5.3731
We,5/21/08,17243.16,19.542M,20.814M,0.8619,19.8862,5.4798
Tu,5/20/08,17230.18,16.535M,20.787M,0.8626,19.8624,5.4757
Mo,5/19/08,,,,,20.0992,5.5408
Su,5/18/08,,,,,20.0994,5.5408
,,,,,,,
Sa,5/17/08,,,,,20.1007,5.5408
Fr,5/16/08,17434.94,17.334M,21.125M,0.8524,20.1007,5.5408
Th,5/15/08,17353.54,25.054M,21.241M,0.8564,20.3842,5.5149
We,5/14/08,16978.35,18.935M,20.704M,0.8754,19.9272,5.3957
Tu,5/13/08,16752.86,17.095M,20.873M,0.8871,19.6712,5.3245
Mo,5/12/08,16860.9,17.912M,21.084M,0.8814,19.7945,5.3473
Su,5/11/08,,,,,19.6867,5.308
,,,,,,,
Sa,5/10/08,,,,,19.6867,5.308
Fr,5/9/08,16737.07,18.672M,21.081M,0.8873,19.6855,5.308
Th,5/8/08,17080.65,18.215M,21.307M,0.8695,20.0915,5.4169
We,5/7/08,17339.31,21.108M,21.584M,0.777,20.401,5.499
Tu,5/6/08,17373.01,23.23M,25.371M,0.7755,20.4391,5.5097
Mo,5/5/08,17490.9,20.138M,29.916M,0.8649,20.5779,5.5471
Su,5/4/08,,,,,20.7076,5.5818
,,,,,,,
Sa,5/3/08,,,,,20.7173,5.5817
Fr,5/2/08,17600.12,24.571M,33.11M,0.8595,20.7173,5.5817
Th,5/1/08,,,,,20.5207,5.4825
We,4/30/08,17287.31,26.233M,37.214M,0.8875,20.5207,5.4825
Tu,4/29/08,17378.46,27.641M,41.263M,0.8829,20.7517,5.5114
Mo,4/28/08,17015.96,19.126M,45.09M,0.898,20.3118,5.3965
Su,4/27/08,,,,,20.4897,5.4313
,,,,,,,
Sa,4/26/08,,,,,20.4897,5.4313
Fr,4/25/08,17125.98,21.619M,48.825M,0.8923,20.4994,5.4313
Th,4/24/08,16721.08,19.074M,52.437M,0.9139,20.0138,5.3029
We,4/23/08,16698.04,16.988M,55.952M,0.9151,19.8165,5.2956
Tu,4/22/08,16783.87,21.47M,61.006M,0.9105,19.8886,5.3246
Mo,4/21/08,16739.33,20.264M,65.962M,0.9129,19.7129,5.3087
Su,4/20/08,,,,,19.3915,5.2269
,,,,,,,
Sa,4/19/08,,,,,19.3908,5.2269
Fr,4/18/08,,,,,19.3905,5.2269
Th,4/17/08,16481.2,17.865M,72.655M,0.9272,19.3886,5.2269
We,4/16/08,16244.19,22.06M,77.983M,0.9407,19.3668,5.1517
Tu,4/15/08,16153.66,22.377M,84.147M,0.946,19.2608,5.123
Mo,4/14/08,,,,,18.9444,5.0132
Su,4/13/08,,,,,18.9386,5.0133
,,,,,,,
Sa,4/12/08,,,,,18.9353,5.0133
Fr,4/11/08,15807.64,77.908M,88.584M,0.9666,18.9353,5.0133
Th,4/10/08,15695.1,91.406M,91.448M,0.9736,18.8061,4.9872
We,4/9/08,15790.51,68.043M,95.713M,0.9677,18.9247,5.0178
Tu,4/8/08,15587.62,86.134M,98.303M,0.9803,18.6544,4.9534
Mo,4/7/08,15757.08,86.975M,99.441M,0.9697,18.9594,5.0018
Su,4/6/08,,,,,18.4595,4.8704
,,,,,,,
Sa,4/5/08,,,,,18.4603,4.8704
Fr,4/4/08,15343.12,85.035M,100.037M,0.9959,18.4603,4.8704
Th,4/3/08,15832.55,75.161M,100.023M,0.9651,19.0343,5.0258
We,4/2/08,15750.4,75.796M,101.963M,0.9701,18.933,4.9997
Tu,4/1/08,15626.62,71.795M,103.368M,0.9778,18.7815,4.9604
Mo,3/31/08,15644.44,92.805M,105.863M,0.9767,20.7518,5.6507
Su,3/30/08,,,,,21.7141,5.9132
,,,,,,,
Sa,3/29/08,,,,,21.7143,5.9132
Fr,3/28/08,16371.29,95.804M,105.739M,0.9334,21.7143,5.9132
Th,3/27/08,16015.56,120.667M,105.984M,0.9589,21.2424,5.7847
We,3/26/08,16086.83,97.776M,105.394M,0.9546,21.337,5.8105
Tu,3/25/08,16217.49,114.526M,105.243M,0.9469,21.5103,5.8577
Mo,3/24/08,15289.4,88.936M,102.948M,1.0044,20.2793,5.5224
Su,3/23/08,,,,,19.8886,5.416
,,,,,,,
Sa,3/22/08,,,,,19.8886,5.416
Fr,3/21/08,,,,,19.8886,5.416
Th,3/20/08,,,,,19.8886,5.416
We,3/19/08,14994.83,120.857M,101.148M,1.0241,19.8881,5.416
Tu,3/18/08,14833.46,155.39M,96.539M,1.0353,19.5768,5.3578
Mo,3/17/08,14809.49,106.885M,89.827M,1.037,19.5452,5.3491
Su,3/16/08,,,,,20.8004,5.6926
,,,,,,,
Sa,3/15/08,,,,,20.8004,5.6926
Fr,3/14/08,15760.52,103.214M,85.823M,0.9744,20.8004,5.6926
Th,3/13/08,15357.35,95.914M,83.147M,1.0221,20.2683,5.547
We,3/12/08,16127.98,84.826M,80.637M,0.9733,21.2854,5.8253
Tu,3/11/08,16123.15,104.247M,78.753M,0.9736,21.2661,5.8236
Mo,3/10/08,15923.72,96.877M,75.257M,0.9858,21.003,5.7516
Su,3/9/08,,,,,21.0713,5.7703
,,,,,,,
Sa,3/8/08,,,,,21.0713,5.7703
Fr,3/7/08,15975.52,109.218M,73.705M,0.9826,21.0713,5.7703
Th,3/6/08,,,,,21.8186,5.9749
We,3/5/08,16542.08,90.941M,71.064M,0.9489,21.8186,5.9749
Tu,3/4/08,16339.89,99.489M,69.571M,0.9607,21.5518,5.9019
Mo,3/3/08,16677.88,111.813M,67.751M,0.9412,22.0007,6.024
Su,3/2/08,,,,,23.1885,6.3493
,,,,,,,
Sa,3/1/08,,,,,23.1885,6.3493
Fr,2/29/08,17578.72,95.51M,67.061M,0.893,23.1885,6.3493
Th,2/28/08,17824.48,80.106M,66.149M,0.8806,23.5127,6.4381
We,2/27/08,17825.99,61.935M,65.42M,0.8806,23.5147,6.4386
Tu,2/26/08,17806.19,51.719M,66.016M,0.8815,23.4885,6.4315
Mo,2/25/08,17650.57,54.714M,67.671M,0.8893,23.2833,6.3753
Su,2/24/08,,,,,22.9257,6.2664
,,,,,,,
Sa,2/23/08,,,,,22.9256,6.2664
Fr,2/22/08,17349.07,46.829M,69.136M,0.9048,22.9256,6.2664
Th,2/21/08,17734.68,63.063M,70.914M,0.8851,23.4351,6.4057
We,2/20/08,17617.6,58.262M,74.352M,0.891,23.2804,6.3634
Tu,2/19/08,18075.66,56.566M,74.889M,0.8684,23.8857,6.5288
Mo,2/18/08,18048.05,51.82M,75.48M,0.8697,23.8492,6.5189
Su,2/17/08,,,,,23.938,6.5431
,,,,,,,
Sa,2/16/08,,,,,23.9378,6.5431
Fr,2/15/08,18115.25,73.595M,76.44M,0.8665,23.9378,6.5431
Th,2/14/08,17766.63,69.602M,76.278M,0.8835,23.4771,6.4172
We,2/13/08,16949.14,68.537M,78.543M,0.9355,22.3969,6.1219
Tu,2/12/08,16608.01,72.194M,82.158M,0.9506,21.9461,5.9987
Mo,2/11/08,16630.91,101.467M,87.456M,0.9493,21.9728,6.007
Su,2/10/08,,,,,23.0639,6.3082
,,,,,,,
Sa,2/9/08,,,,,23.0639,6.3082
Fr,2/8/08,17464.89,81.825M,90.921M,0.9058,23.0639,6.3082
Th,2/7/08,17526.93,69.176M,93.491M,0.9026,23.1459,6.3306
We,2/6/08,18139.49,70.878M,95.728M,0.8721,23.9545,6.5519
Tu,2/5/08,18663.16,76.541M,99.461M,0.8476,24.6357,6.741
Mo,2/4/08,18660.32,76.682M,100.676M,0.8478,24.6324,6.74
Su,2/3/08,,,,,24.0877,6.5891
,,,,,,,
Sa,2/2/08,,,,,24.0877,6.5891
Fr,2/1/08,18242.58,73.497M,101.127M,0.8642,24.0877,6.5891
Th,1/31/08,17648.71,114.637M,101.654M,0.8933,23.3035,6.3746
We,1/30/08,17758.64,66.319M,100.395M,0.8878,23.4487,6.4143
Tu,1/29/08,18091.94,65.435M,102.094M,0.8714,23.8888,6.5347
Mo,1/28/08,18152.78,66.22M,104.927M,0.8685,23.9819,6.5567
Su,1/27/08,,,,,24.2578,6.6321
,,,,,,,
Sa,1/26/08,,,,,24.2578,6.6321
Fr,1/25/08,18361.66,71.156M,106.705M,0.8609,24.2578,6.6321
Th,1/24/08,17221.74,103.582M,108.23M,0.9178,22.7493,6.2204
We,1/23/08,17594.07,122.764M,108.434M,0.8984,23.2411,6.3549
Tu,1/22/08,16729.94,151.661M,106.074M,0.9448,22.0997,6.0428
Mo,1/21/08,17605.35,153.443M,99.445M,0.8978,23.2556,6.359
Su,1/20/08,,,,,25.1017,6.8676
,,,,,,,
Sa,1/19/08,,,,,25.1126,6.8676
Fr,1/18/08,19013.7,120.37M,92.728M,0.8309,25.1253,6.8676
Th,1/17/08,19700.82,102.737M,88.246M,0.8019,26.0325,7.1158
We,1/16/08,19868.11,126.877M,87.211M,0.7951,26.2535,7.1763
Tu,1/15/08,20251.09,94.764M,82.304M,0.7801,26.7402,7.3146
Mo,1/14/08,20728.05,83.438M,80.521M,0.7622,27.3699,7.4869
Su,1/13/08,,,,,27.5047,7.5228
,,,,,,,
Sa,1/12/08,,,,,27.5047,7.5228
Fr,1/11/08,20827.45,81.405M,78.747M,0.7588,27.5047,7.5228
Th,1/10/08,20582.08,95.76M,77.513M,0.7678,27.1807,7.4341
We,1/9/08,20869.78,91.798M,76.163M,0.7572,27.5017,7.538
Tu,1/8/08,20873.33,107.934M,75.126M,0.7571,27.6786,7.5393
Mo,1/7/08,20812.65,92.887M,72.927M,0.7593,27.5989,7.5174
Su,1/6/08,,,,,27.4324,7.472
,,,,,,,
Sa,1/5/08,,,,,27.4329,7.472
Fr,1/4/08,20686.89,94.028M,72.219M,0.7639,27.4332,7.472
Th,1/3/08,20345.2,106.646M,71.368M,0.7768,26.9801,7.3486
We,1/2/08,20465.3,87.364M,68.372M,0.7722,27.1393,7.392
Tu,1/1/08,20300.71,52.227M,66.026M,0.7785,26.9205,7.3325
Mo,12/31/07,20286.99,52.689M,68.299M,0.779,26.7399,7.2613
Su,12/30/07,,,,,26.6342,7.2326
,,,,,,,
Sa,12/29/07,,,,,26.6342,7.2326
Fr,12/28/07,20206.95,53.139M,69.916M,0.7821,26.6342,7.2326
Th,12/27/07,20216.72,87.214M,71.516M,0.7817,26.6471,7.2361
We,12/26/07,20192.52,53.266M,69.77M,0.7826,26.6145,7.2275
Tu,12/25/07,,,,,26.1685,7.1063
Mo,12/24/07,19854.12,68.018M,70.617M,0.796,26.1685,7.1063
Su,12/23/07,,,,,25.257,6.8588
,,,,,,,
Sa,12/22/07,,,,,25.257,6.8588
Fr,12/21/07,,,,,25.257,6.8588
Th,12/20/07,19162.57,56.824M,71.714M,0.8247,25.257,6.8588
We,12/19/07,19091.96,62.906M,74.543M,0.8278,25.1639,6.8335
Tu,12/18/07,19079.64,75.503M,74.135M,0.8283,25.1477,6.8291
Mo,12/17/07,19261.35,76.239M,72.868M,0.8205,25.3872,6.8942
Su,12/16/07,,,,,26.4015,7.1696
,,,,,,,
Sa,12/15/07,,,,,26.4015,7.1696
Fr,12/14/07,20030.83,74.961M,71.641M,0.7883,26.4015,7.1696
Th,12/13/07,20104.39,82.264M,70.746M,0.7872,26.4177,7.1959
We,12/12/07,20375.87,81.256M,71.291M,0.7767,26.7745,7.2931
Tu,12/11/07,20290.89,61.709M,71.453M,0.78,26.6628,7.2627
Mo,12/10/07,19930.68,52.172M,72.67M,0.7941,26.1895,7.1337
Su,12/9/07,,,,,26.2359,7.1464
,,,,,,,
Sa,12/8/07,,,,,26.2359,7.1464
Fr,12/7/07,19966,86.322M,73.748M,0.7927,26.2359,7.1464
Th,12/6/07,19795.87,76.943M,73.682M,0.7995,26.0123,7.0855
We,12/5/07,19738.07,77.144M,74.579M,0.8018,25.9364,7.0648
Tu,12/4/07,19529.5,61.022M,75.791M,0.8104,25.6623,6.9902
Mo,12/3/07,19603.41,65.978M,79.308M,0.8073,25.7592,7.0166
Su,12/2/07,,,,,25.4436,6.9306
,,,,,,,
Sa,12/1/07,,,,,25.4436,6.9306
Fr,11/30/07,19363.19,84.464M,82.016M,0.8173,25.4436,6.9306
Th,11/29/07,19003.26,99.26M,77.281M,0.8328,24.9706,6.8018
We,11/28/07,18938.87,56.783M,75.477M,0.8357,24.886,6.7787
Tu,11/27/07,19127.73,56.5M,76.682M,0.8274,25.1342,6.8463
Mo,11/26/07,19247.54,57.832M,78.742M,0.8223,25.2916,6.8892
Su,11/25/07,,,,,24.7728,6.748
,,,,,,,
Sa,11/24/07,,,,,24.7728,6.748
Fr,11/23/07,18852.87,61.54M,80.929M,0.8395,24.7728,6.748
Th,11/22/07,18526.32,90.445M,82.749M,0.8543,24.3437,6.6311
We,11/21/07,18602.62,83.68M,84.388M,0.8508,24.4441,6.6584
Tu,11/20/07,19280.8,79.967M,86.436M,0.8208,25.3408,6.9011
Mo,11/19/07,19633.36,68.333M,87.003M,0.8061,25.804,7.0273
Su,11/18/07,,,,,25.8894,7.0506
,,,,,,,
Sa,11/17/07,,,,,25.8894,7.0506
Fr,11/16/07,19698.36,85.346M,88.694M,0.8084,25.8894,7.0506
Th,11/15/07,19784.89,90.385M,89.961M,0.8048,26.0032,7.0816
We,11/14/07,19929.06,95.33M,92.642M,0.799,26.1926,7.1332
Tu,11/13/07,19035.48,113.778M,93.701M,0.8365,25.0182,6.8133
Mo,11/12/07,18737.27,106.603M,92.814M,0.8498,24.6263,6.7066
Su,11/11/07,,,,,24.8425,6.7676
,,,,,,,
Sa,11/10/07,,,,,24.8425,6.7676
Fr,11/9/07,18907.6,13.433M,96.191M,0.8422,24.8425,6.7676
Th,11/8/07,19058.93,72.193M,104.864M,0.8355,25.0414,6.8217
We,11/7/07,19289.83,74.867M,110.521M,0.8255,25.3438,6.9044
Tu,11/6/07,19400.67,87.393M,115.239M,0.8208,25.5032,6.944
Mo,11/5/07,19590.78,90.64M,117.675M,0.8128,25.7531,7.0121
Su,11/4/07,,,,,26.2598,7.1501
,,,,,,,
Sa,11/3/07,,,,,26.2596,7.1501
Fr,11/2/07,19976.23,88.839M,118.853M,0.7971,26.2568,7.1501
Th,11/1/07,19724.35,115.031M,121.173M,0.8229,25.9299,7.0599
We,10/31/07,19837.99,114.404M,120.951M,0.8182,26.0812,7.1006
Tu,10/30/07,19783.51,88.469M,121.154M,0.8205,26.0096,7.0811
Mo,10/29/07,19977.67,93.697M,122.531M,0.8125,26.2649,7.1506
Su,10/28/07,,,,,25.3039,6.8877
,,,,,,,
Sa,10/27/07,,,,,25.3058,6.8877
Fr,10/26/07,19243.17,104.351M,122.198M,0.8404,25.3076,6.8877
Th,10/25/07,18770.89,130.605M,120.979M,0.8615,24.6864,6.7186
We,10/24/07,18512.91,111.207M,119.165M,0.8807,24.3473,6.6263
Tu,10/23/07,18492.84,100.484M,122.026M,0.8816,24.3208,6.6191
Mo,10/22/07,17613.99,157.253M,122.425M,0.9256,23.165,6.3045
Su,10/21/07,,,,,23.0936,6.2852
,,,,,,,
Sa,10/20/07,,,,,23.0936,6.2852
Fr,10/19/07,17559.98,143.521M,118.876M,0.929,23.0936,6.2852
Th,10/18/07,17998.39,157.055M,117.878M,0.9064,23.6704,6.4421
We,10/17/07,18715.82,145.637M,112.635M,0.8677,24.6137,6.6989
Tu,10/16/07,19051.86,123.931M,108.817M,0.8524,25.0563,6.8192
Mo,10/15/07,19058.67,108.319M,107.459M,0.8521,25.0652,6.8216
Su,10/14/07,,,,,24.224,6.5927
,,,,,,,
Sa,10/13/07,,,,,24.224,6.5927
Fr,10/12/07,18419.04,123.629M,112.759M,0.8817,24.224,6.5927
Th,10/11/07,18814.07,111.7M,109.815M,0.8632,24.7447,6.7341
We,10/10/07,18658.25,117.459M,108.936M,0.8704,24.5398,6.6783
Tu,10/9/07,18280.24,109.12M,105.256M,0.8884,24.0496,6.543
Mo,10/8/07,17491.39,88.696M,101.112M,0.9285,23.0118,6.2607
Su,10/7/07,,,,,23.3827,6.3616
,,,,,,,
Sa,10/6/07,,,,,23.3827,6.3616
Fr,10/5/07,17773.36,86.075M,99.168M,0.9137,23.3827,6.3616
Th,10/4/07,17777.14,103.394M,97.194M,0.9135,23.3877,6.3629
We,10/3/07,17847.04,154.122M,93.858M,0.91,23.4797,6.388
Tu,10/2/07,,,,,22.7976,6.2024
Mo,10/1/07,17328.62,106.473M,87.49M,0.9372,22.7978,6.2024
Su,9/30/07,,,,,23.3275,6.1994
,,,,,,,
Sa,9/29/07,,,,,23.3275,6.1994
Fr,9/28/07,17291.1,104.015M,83.799M,0.9392,23.3275,6.1994
Th,9/27/07,17150.56,128.546M,80.588M,0.9469,23.1379,6.149
We,9/26/07,16921.39,78.417M,75.29M,0.9597,22.8287,6.0668
Tu,9/25/07,16899.54,88.363M,74.703M,0.961,22.7992,6.059
Mo,9/24/07,16845.83,103.553M,72.955M,0.964,22.7268,6.0397
Su,9/23/07,,,,,22.3469,5.9388
,,,,,,,
Sa,9/22/07,,,,,22.3566,5.9388
Fr,9/21/07,16564.23,187.821M,70.054M,0.9804,22.3566,5.9388
Th,9/20/07,16347.95,79.476M,61.799M,0.9934,22.0647,5.8612
We,9/19/07,16322.75,98.507M,63.711M,0.9949,22.0307,5.8522
Tu,9/18/07,15669.12,62.262M,61.942M,1.0364,21.29,5.6178
Mo,9/17/07,15504.43,46.953M,61.749M,1.0475,21.0662,5.5588
Su,9/16/07,,,,,21.2012,5.5944
,,,,,,,
Sa,9/15/07,,,,,21.2012,5.5944
Fr,9/14/07,15603.8,59.549M,62.449M,1.0408,21.2012,5.5944
Th,9/13/07,15614.44,56.457M,61.715M,1.0401,21.2157,5.5982
We,9/12/07,15505.36,53.35M,64.012M,1.0486,21.0675,5.5591
Tu,9/11/07,15542.77,58.603M,66.534M,1.0461,21.1183,5.5725
Mo,9/10/07,15596.83,51.111M,67.462M,1.0424,21.1918,5.5919
Su,9/9/07,,,,,21.183,5.5896
,,,,,,,
Sa,9/8/07,,,,,21.183,5.5896
Fr,9/7/07,15590.42,55.848M,68.557M,1.0443,21.183,5.5896
Th,9/6/07,15616.31,49.081M,73.783M,1.0425,21.2182,5.5989
We,9/5/07,15446.15,69.609M,76.708M,1.054,21.0027,5.4614
Tu,9/4/07,15465.4,62.143M,75.007M,1.0527,21.0289,5.4682
Mo,9/3/07,15422.05,60.035M,73.762M,1.0557,20.97,5.4529
Su,9/2/07,,,,,20.8293,5.4163
,,,,,,,
Sa,9/1/07,,,,,20.8293,5.4163
Fr,8/31/07,15318.6,63.994M,74.712M,1.0628,20.8293,5.4163
Th,8/30/07,15121.74,108.156M,75.349M,1.0766,20.5616,5.3467
We,8/29/07,14993.04,71.973M,73.161M,1.0772,20.3866,5.3012
Tu,8/28/07,14919.19,59.375M,72.341M,1.0825,20.2862,5.2751
Mo,8/27/07,14842.38,57.449M,72.666M,1.0881,20.1818,5.2479
Su,8/26/07,,,,,19.6141,5.1003
,,,,,,,
Sa,8/25/07,,,,,19.6141,5.1003
Fr,8/24/07,14424.87,48.535M,72.421M,1.1196,19.6141,5.1003
Th,8/23/07,14163.98,90.923M,73.348M,1.1402,19.3016,5.008
We,8/22/07,14248.66,91.17M,73.455M,1.1334,19.4225,5.038
